"station.location","date","rre150d0","tre200d0","tre200dn","tre200dx","ure200d0","Station","Station.height.m..a..sea.level","Latitude","Longitude","Climate.region","Canton"
"ALT",2019-01-01,2.6,4.8,1.5,6,83.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-02,3.2,3,0,5.8,65.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-03,0,-1.5,-5.4,1.1,65.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-04,0,-1.5,-4.9,0.9,69.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-05,10.5,-0.2,-1.8,2.3,90.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-06,0.7,2.4,1.1,3.5,89.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-07,1.1,2.4,0.8,4.3,84.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-08,19.3,2.7,-0.1,6.1,82.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-09,7.3,1.6,-0.4,4,77.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-10,1.2,-0.1,-1.6,1.6,80.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-11,1.3,-1.2,-4,0.8,78.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-12,16.6,0.3,-1.6,2.1,91.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-13,38.1,1.2,-0.1,7.2,96.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-14,14.1,5.6,3,9,68.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-15,0,2.6,-2.7,6.1,74.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-16,0,0,-4.1,4.5,84.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-17,1.5,3,-2.1,8.1,80.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-18,0,-0.2,-4.3,2.5,70.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-19,0,-2.8,-5.7,0.8,76.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-20,0,-0.9,-5,4.1,75,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-21,0,-0.4,-4.4,2.7,81.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-22,0,-2.9,-6.3,0.9,73.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-23,0,-2.8,-7.3,1,61.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-24,0,-0.7,-2.3,1.8,61.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-25,0.1,-1.6,-4.7,0.8,59.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-26,0,0.1,-2.6,3.9,79.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-27,3.4,2.3,-2.1,5.7,78.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-28,1.9,2.2,-0.1,4.6,67.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-29,0,1.9,-3.3,4.9,62.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-30,0,2.5,-3.4,5,48.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-01-31,0,2.6,-4.4,8.7,42.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-01,0.1,7.5,0.9,11.6,52.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-02,9.4,4.3,1.1,7.5,83.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-03,4.3,2,-0.2,3,84,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-04,0,0.1,-1.8,2.7,76.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-05,0,-0.2,-4,3.6,83.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-06,0,-1,-2.1,0.4,89.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-07,2,0.6,-2.7,3.3,88.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-08,0,2.1,-1.4,6.6,81.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-09,0,4.5,-1.8,10.1,77.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-10,4.1,8.7,1.4,14.8,54.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-11,1,4,1.7,6.3,65.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-12,0,2.6,-1.1,6.6,71.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-13,0,0.6,-4.7,6.1,76.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-14,0,1.7,-3,8.3,81.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-15,0,1.6,-3.4,8.3,80.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-16,0,2.4,-3.7,11.1,74.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-17,0,3.1,-3,12.3,67.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-18,0,2.7,-2.9,10.9,71.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-19,0,3.7,-2.6,11.8,67.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-20,0,3.7,-2,10.8,67.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-21,0,4.7,-1.4,12.4,70.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-22,0,6.7,0.4,12.6,74.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-23,0,3.8,-1.6,9.2,81,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-24,0,3.2,-2.4,10.3,76.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-25,0,2.9,-3.2,9.4,80.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-26,0,3.6,-2.2,11.1,77.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-27,0,4.4,-1.9,12.5,72,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-02-28,0,9.2,-1.2,17.6,60.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-01,8,7.1,4.8,10.8,80.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-02,0,7.1,4.4,11.1,79.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-03,0,7.1,1,13.5,67.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-04,3.1,9.2,4.5,16.4,55.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-05,0,6.5,0.7,12.6,61.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-06,0,9.9,-1.2,15.6,48.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-07,2.2,9.4,4.1,15,68.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-08,0,5.7,1.4,9.3,82.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-09,4.3,7.2,3.7,10.7,81.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-10,9.1,10,6.1,15.2,74.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-11,3.6,5.1,1.5,8.4,53.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-12,0.5,5.8,-0.3,12.1,48.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-13,4.4,6.5,4.1,12.5,59,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-14,18.2,5.7,2.5,11.3,72.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-15,17.6,6.9,4,10.4,87,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-16,0,7.8,1.5,15.2,73.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-17,6.1,7.6,-0.4,18.8,67.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-18,0.9,4.4,1.1,7.1,76.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-19,0,3.8,-1.9,9.4,65.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-20,0,3.8,-3.1,10.6,60.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-21,0,3.9,-3,10.4,68.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-22,0,6.1,-2.6,14.3,64,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-23,0,8,-0.2,16.7,59.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-24,0,9.2,-0.5,18,62.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-25,2.7,6.4,3,9.4,71.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-26,0.2,5.2,0.8,9.4,65.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-27,0,5.1,-2.2,12.2,64.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-28,0,6,-1.1,13.5,68.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-29,0,6.5,-1,14.5,68.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-30,0,8.2,-0.6,16.8,60.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-03-31,0,9,0.2,17.5,55.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-01,0,8.7,0.7,16,64.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-02,0,13.2,5,19.4,46.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-03,35.2,9.8,2.8,15.9,61,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-04,35,0.5,0.1,2.6,96.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-05,0,2.8,-0.8,7.4,82.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-06,0,4.9,-2.4,11.8,76.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-07,0.2,7.3,1.7,12.7,76.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-08,0.5,8.8,4.7,13.9,74.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-09,0.1,9.7,5.7,14.9,75,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-10,0.3,8.9,3.6,11.9,82,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-11,0,8.9,7.2,10.1,79.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-12,0,6.9,2.3,9,73.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-13,1,5.4,0,9.6,76.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-14,0,4,0.7,6.3,79.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-15,0,5.8,-1.9,11.5,76.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-16,0.1,11.6,6.5,16.4,62,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-17,0,12,6.9,18,73,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-18,0,14.5,7.4,21,50.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-19,0,16.6,10.1,21.2,36,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-20,0,17.1,7.9,22.6,31.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-21,0,19.5,16.3,23.3,22.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-22,0,19.3,17.5,21.5,25.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-23,0,18.6,16.1,22,34.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-24,4.1,16.9,12.2,22.3,47.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-25,21.8,16.8,9.2,19.9,37.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-26,27.8,6.8,4.9,9.3,87.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-27,7.1,8.5,4,13.4,80.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-28,2.7,5.5,2.2,8.9,82.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-29,0.2,6.9,4.6,10.2,81.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-04-30,0,9.5,4.2,14.8,77.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-01,0,10.2,2.2,17.7,70.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-02,4.5,10.6,3,19.2,75.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-03,0.5,10,7.1,13.4,80.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-04,8.7,7.3,2.4,13,83.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-05,3.8,3.6,1.6,7.9,83.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-06,0,6.2,0.9,11.3,66.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-07,0,7.9,-1.4,15,62.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-08,1.5,13.7,7.4,18.4,52.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-09,1.6,10.4,2.9,17.1,75.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-10,0.1,12,8.7,16.5,78.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-11,17.1,11,7.4,14.7,74.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-12,0.3,8.8,6.6,11.9,66.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-13,0,8.8,3,12.2,69.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-14,0,8.8,0.9,15.6,59.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-15,0,8.1,2.5,12.3,63.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-16,0,9,1.5,15.2,72.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-17,0,12.5,3.3,21.4,64.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-18,0,13,8.2,16.8,76.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-19,9.2,13.1,11.3,16.4,83.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-20,22.9,10.7,9.8,11.6,94.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-21,12.6,11.9,10,14.8,89.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-22,0.1,13.1,8.3,18.4,79.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-23,0,14.1,6.6,21.3,70.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-24,0,15.7,8.1,23.7,63.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-25,1.2,14.1,11.1,18.1,79.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-26,0,14.7,11.1,18.7,79,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-27,6.9,15.3,11.9,19,72.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-28,10.5,11.4,9.1,13.2,86.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-29,0.8,10.3,8.6,13.6,85.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-30,0,13.1,5.2,20.1,69.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-05-31,0,15.7,6.8,23.1,62.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-01,0,17.7,8.9,25.5,65.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-02,0,19.7,10.7,27.4,55.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-03,0.8,20.3,12.6,28.1,61.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-04,0,21.6,13,28.1,57.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-05,0.8,22.4,14.5,29.3,48.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-06,0.2,13.8,8.7,20.3,76.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-07,3.3,18.2,8.7,26,57.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-08,0,15.9,11.5,21.4,68.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-09,1.3,14.5,9.5,18.3,82,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-10,59.9,14.7,10.5,17.5,91.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-11,8.3,13.6,9.3,17.4,81.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-12,3.2,14.6,11.2,19.1,80.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-13,0,17.6,11.2,22.2,65.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-14,0.8,21.3,13.3,28.4,48.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-15,15.7,18.3,12.1,22.9,74.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-16,0,16.1,11.8,21.2,78.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-17,0,17.8,9.8,24.4,76.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-18,6.4,19.3,12.3,27.3,72.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-19,3.6,21.1,14.9,27.3,61,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-20,6.6,17.4,14.6,21.5,85.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-21,0.5,17.3,13.3,20.5,86,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-22,5.5,17.3,15.3,20.4,89.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-23,0,19.3,13.6,25,79.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-24,0,21.3,14.1,28.5,75.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-25,0,22.9,15.3,30.5,70,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-26,0,24.4,16.2,31.6,60.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-27,0,25.7,17.5,32.4,60.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-28,0,24.4,18.9,29.3,69.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-29,0,23.1,15.6,30.1,67.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-06-30,0,25.8,17.1,34.2,58.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-01,1.1,24.8,20.3,30.9,61.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-02,4.1,23.1,18.8,27.6,71,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-03,3.6,21.3,17.5,25.3,77.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-04,0,20.6,16.9,25.9,77.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-05,0,22.3,14.9,29,67.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-06,4.3,20.6,15.6,26.8,71,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-07,10.7,20,16.9,24.2,80.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-08,2.2,18.2,16.8,20.1,91.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-09,0,16.3,13.1,17.8,85.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-10,0,17.5,13.1,22.3,68.2,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-11,0,16.9,11.2,21.6,74.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-12,7.2,17.7,13.8,21,82,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-13,0,18,15.1,20.9,71.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-14,11.5,16.8,10.6,22.9,78.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-15,0,16.6,13.9,21.2,84.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-16,0,18.5,11.6,25.1,72.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-17,0,19.8,12.6,25.7,67.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-18,0,20.8,14.6,26.6,60.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-19,0,21.4,15.5,26.8,62.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-20,3.7,21.2,13.7,28.1,74.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-21,1.7,21.4,16.7,26.6,77.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-22,0,22.6,15.4,28.8,70.1,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-23,0,23.8,16.1,30.9,68.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-24,0,25.8,17.8,33.2,61.9,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-25,0,25.3,18,32,64.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-26,3.6,25.6,19.2,31.6,60.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-27,9.9,20.6,18,24.9,80.7,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-28,4.9,17.7,15.9,19.5,86.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-29,0,18.5,15.1,22.5,80.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-30,1.7,21.2,13.9,27,68.5,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-07-31,0.1,18.1,16.1,20.3,82.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-08-01,2.8,20.3,17,25.4,72.4,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-08-02,2.9,18.2,14.8,21.5,82.6,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-08-03,0,19.1,13.8,25.1,72.3,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
"ALT",2019-08-04,0,19.7,11.9,26.3,68.8,"Altdorf",438,46.887069,8.621894,"Central Alpine north slope","UR"
